PERMITNUMBER,PERMITTYPE,PERMITSUBTYPE,ISSUED,DESCRIPTION,SITE_ADDR,CONTRACTOR_NAME,STATUS
DIS18-06448,HURRICANE MICHAEL,INTERIOR/EXTERIOR,43465,INTERIOR/EXTIOR,5325 TITUS RD,OWNER/BUILDER,FINALED
DIS18-06449,HURRICANE MICHAEL,EXTERIOR,43465,2 REPLACING EXISTING WALLS FOR...,5325 TITUS RD,OWNER/BUILDER,ISSUED
DIS18-0645,HURRICANE MICHAEL,ELECTRICAL,43404,SERVICE REPAIR-HM,8836 FIREBIRD LN,"SANDCASTLE ELECTRIC, INC",FINALED
DIS18-06450,HURRICANE MICHAEL,ROOF,43465,Hurricane Roof Over Residentia...,482 WAHOO RD,C & C CONSTRUCTION OF NORTHWES...,FINALED
DIS18-06451,HURRICANE MICHAEL,ROOF,43465,Hurricane Roof Over Residentia...,1219 THOMAS DR 177,C & C CONSTRUCTION OF NORTHWES...,ISSUED
DIS18-06452,HURRICANE MICHAEL,ROOF,43465,Hurricane Roof Over Residentia...,1219 THOMAS DR 176,C & C CONSTRUCTION OF NORTHWES...,ISSUED
DIS18-06453,HURRICANE MICHAEL,ROOF,43465,REROOF,6420 LAKE SUZZANNE PL,OWNER/BUILDER,FINALED
DIS18-06454,HURRICANE MICHAEL,ROOF,43465,DAMAGED ROOF REPAIR,6616 LAKE JOANNA CIR,"RODRIGUEZ, THOMAS K",FINALED
DIS18-06455,HURRICANE MICHAEL,EXTERIOR,43465,VINYL SIDING,6420 LAKE SUZZANNE PL,OWNER/BUILDER,ISSUED
DIS18-06456,HURRICANE MICHAEL,ELECTRICAL,43465,FEMA TEMP POWER POLE,11005 OLD BICYCLE RD LOT 8,FLORIDA METER POLE COMPANY INC...,FINALED
DIS18-06457,HURRICANE MICHAEL,ROOF,43465,REROOF,10605 SOUTH FORK LP,ANDERSON CONSTRUCTION LLC,FINALED
DIS18-06458,HURRICANE MICHAEL,ELECTRICAL,43465,FEMA TEMP POWER POLE,11005 OLD BICYCLE RD LOT 9,FLORIDA METER POLE COMPANY INC...,FINALED
DIS18-06459,HURRICANE MICHAEL,ROOF,43465,REROOF,2926 KINGS RD,JERRY WILSON'S ROOFING COMPANY,ISSUED
DIS18-0646,HURRICANE MICHAEL,ROOF,43391,REROOF - HM,203 JASE LN,SALAZAR ROOFING CORPORATION,FINALED
DIS18-06460,HURRICANE MICHAEL,ROOF,43468,REROOF - HURRICANE REPAIRS,12025 JACKSON RD,ABOVE ALL CONSTRUCTION AND REM...,FINALED
DIS18-06461,HURRICANE MICHAEL,ROOF,43465,REROOF,3125 COLLEGE BLVD,JERRY WILSON'S ROOFING COMPANY,ISSUED
DIS18-06462,HURRICANE MICHAEL,ROOF,43465,REROOF,3024 KINGSWOOD DR,JERRY WILSON'S ROOFING COMPANY,ISSUED
DIS18-06463,HURRICANE MICHAEL,ROOF,43465,REROOF,97 GREENWOOD DR,JERRY WILSON'S ROOFING COMPANY,ISSUED
DIS18-06464,HURRICANE MICHAEL,ROOF,43465,REROOF,4811 HIGH POINT DR,JERRY WILSON'S ROOFING COMPANY,ISSUED
DIS18-06465,HURRICANE MICHAEL,ROOF,43465,REROOF,6426 SUMMER OAK DR,JERRY WILSON'S ROOFING COMPANY,ISSUED
DIS18-06466,HURRICANE MICHAEL,ROOF,43465,REROOF,121 DOWNING ST,JERRY WILSON'S ROOFING COMPANY,ISSUED
DIS18-06467,HURRICANE MICHAEL,ROOF,43465,REROOF,920 COLLEGE BLVD N,JERRY WILSON'S ROOFING COMPANY,FINALED
DIS18-06468,HURRICANE MICHAEL,ROOF,43467,REROOF,11563 JADEWOOD CIR,JERRY WILSON'S ROOFING COMPANY,ISSUED
DIS18-06469,HURRICANE MICHAEL,ROOF,43465,REROOF,3920 PRINCESS LN,JERRY WILSON'S ROOFING COMPANY,ISSUED
DIS18-0647,HURRICANE MICHAEL,ROOF,43406,REROOF - HM,378 RED SNAPPER LN,OWNER BUILDER,ISSUED
DIS18-06470,HURRICANE MICHAEL,ROOF,43465,REROOF,104 QUEENS CIR,JERRY WILSON'S ROOFING COMPANY,ISSUED
DIS18-06471,HURRICANE MICHAEL,ROOF,43467,REROOF,20932 HURST RD,A & A ROOFING COMPANY INC (TR-...,FINALED
DIS18-06472,HURRICANE MICHAEL,ROOF,43465,REROOF,3415 PICADILLY LN,BAY ENGINEERING SOLUTIONS LLC,WITHDRAWN
DIS18-06473,HURRICANE MICHAEL,ROOF, ,REUSE,,,APPLIED
DIS18-0648,HURRICANE MICHAEL,ROOF,43414,REROOF,1513 NASSAU ST,JERRY WILSON'S ROOFING COMPANY,ISSUED
DIS18-0649,HURRICANE MICHAEL,ROOF,43410,REROOF METAL,5305 BERTHA NELSON RD,OWNER/BUILDER,FINALED
DIS18-0650,HURRICANE MICHAEL,ELECTRICAL,43404,SERVICE REPAIR- HM,3711 MC CALL RD,"SANDCASTLE ELECTRIC, INC",FINALED
DIS18-0651,HURRICANE MICHAEL,MECHANICAL,43410,DAMAGED MECHAINCAL REPAIR,3158 WOOD VALLEY RD,ONE HOUR AIR CONDITIONING & HE...,FINALED
DIS18-0652,HURRICANE MICHAEL,ROOF,43406,ROOFOVER,4735 EAST BAY DR,OWNEWR BUILDER,ISSUED
DIS18-0653,HURRICANE MICHAEL,ROOF,43406,REROOF,2822 GWENDOLEN CT,BUCCO CONSTRUCTION COMPANY LLC,FINALED
DIS18-0654,HURRICANE MICHAEL,ROOF,43406,REROOF,5409 DUNERIDGE RD,JOHN DAVID ANDRESS CONSTRUCTIO...,WITHDRAWN
DIS18-0655,HURRICANE MICHAEL,ELECTRICAL,43406,DAMAGED ELECTRICAL REPAIR,902 26TH ST E,SYSTEM SERVICE & ENGINEERING I...,ISSUED
DIS18-0656,HURRICANE MICHAEL,ROOF,43406,REROOF,5422 NICOLE BLVD,JOHN DAVID ANDRESS CONSTRUCTIO...,FINALED
DIS18-0657,HURRICANE MICHAEL,ROOF,43406,REROOF,5431 NICOLE BLVD,JOHN DAVID ANDRESS CONSTRUCTIO...,FINALED
DIS18-0658,HURRICANE MICHAEL,ROOF,43406,REROOF UNITS  101 102  103  10...,263 NELLIE ST 1501,HARTSFIELD ROOFING & CONSTRUCT...,FINALED
DIS18-0659,HURRICANE MICHAEL,EXTERIOR,43439,COMM REMODEL,2611 HWY 231,"COSCO & ASSOCIATES, INC",ISSUED
DIS18-0660,HURRICANE MICHAEL,ROOF,43406,REROOF   UNITS  201 202 203 20...,263 NELLIE ST 1501,HARTSFIELD ROOFING & CONSTRUCT...,FINALED
DIS18-0661,HURRICANE MICHAEL,ROOF,43406,REROOF  UNITS 301 302 303 304,263 NELLIE ST 1501,HARTSFIELD ROOFING & CONSTRUCT...,FINALED
DIS18-0662,HURRICANE MICHAEL,ROOF,43406,REROOF  UNITS 401 402 403 404,263 NELLIE ST 1501,HARTSFIELD ROOFING & CONSTRUCT...,FINALED
DIS18-0663,HURRICANE MICHAEL,ROOF,43406,REROOF  501 502 503 504,263 NELLIE ST 1501,HARTSFIELD ROOFING & CONSTRUCT...,FINALED
DIS18-0664,HURRICANE MICHAEL,ROOF,43406,REROOF  UNITS  601 602 603 604,263 NELLIE ST 1501,HARTSFIELD ROOFING & CONSTRUCT...,FINALED
DIS18-0665,HURRICANE MICHAEL,ROOF,43406,REROOF UNITS  701 702 703 704,263 NELLIE ST 1501,HARTSFIELD ROOFING & CONSTRUCT...,FINALED
DIS18-0666,HURRICANE MICHAEL,ROOF,43406,REROOF UNITS  801 802 803 804,263 NELLIE ST 1501,HARTSFIELD ROOFING & CONSTRUCT...,FINALED
DIS18-0667,HURRICANE MICHAEL,ROOF,43406,REROOF  UNITS 901 902 903 904,263 NELLIE ST 1501,HARTSFIELD ROOFING & CONSTRUCT...,FINALED
DIS18-0668,HURRICANE MICHAEL,ROOF,43406,REROOF UNITS 1001 1002 1003 10...,263 NELLIE ST 1501,HARTSFIELD ROOFING & CONSTRUCT...,FINALED
DIS18-0669,HURRICANE MICHAEL,ROOF,43406,REROOF UNITS 1101 1102 1103 11...,263 NELLIE ST 1501,HARTSFIELD ROOFING & CONSTRUCT...,FINALED
DIS18-0670,HURRICANE MICHAEL,ROOF,43406,REROOF UNITS 1201 1202 1203 12...,263 NELLIE ST 1501,HARTSFIELD ROOFING & CONSTRUCT...,FINALED
DIS18-0671,HURRICANE MICHAEL,ROOF,43406,REROOF UNITS 1301 1302 1303 13...,263 NELLIE ST 1501,HARTSFIELD ROOFING & CONSTRUCT...,FINALED
DIS18-0672,HURRICANE MICHAEL,ROOF,43406,REROOF  UNITS 1401 1402 1403 1...,263 NELLIE ST 1501,HARTSFIELD ROOFING & CONSTRUCT...,FINALED
DIS18-0673,HURRICANE MICHAEL,ROOF,43406,REROOF UNITS  1501 1502 1503 1...,263 NELLIE ST 1501,HARTSFIELD ROOFING & CONSTRUCT...,FINALED
DIS18-0674,HURRICANE MICHAEL,ROOF,43406,REROOF UNITS 1601 1602 1603 16...,263 NELLIE ST 1501,HARTSFIELD ROOFING & CONSTRUCT...,FINALED
DIS18-0675,HURRICANE MICHAEL,ROOF,43406,REROOF UNITS 1701 1702 1703 17...,263 NELLIE ST 1501,HARTSFIELD ROOFING & CONSTRUCT...,FINALED
DIS18-0676,HURRICANE MICHAEL,ELECTRICAL,43406,MISC POLE FOR WELL & PUMP,2622 40TH CT E,OWNER BUILDER,FINALED
DIS18-0677,HURRICANE MICHAEL,ROOF,43406,DAMAGED ROOF REPAIR,7215 NORTH LAGOON DR,"VOOROSSO, MARINO & DONNA",ISSUED
DIS18-0678,HURRICANE MICHAEL,ROOF,43406,DAMAGED ROOF REPAIR,201 VENTURE BLVD,"GANNAWAY, STEVEN H & TERESA H",FINALED
DIS18-0679,HURRICANE MICHAEL,ROOF,43406,DAMAGED ROOF REPAIR,137 TREASURE ISLE 137,"PUTNAM, C. MICHAEL",FINALED
DIS18-0680,HURRICANE MICHAEL,ROOF,43406,REPLACEMENT ROOF,1403 TROUT DR,SOUTHEAST ROOFING & CONSTRUCTI...,ISSUED
DIS18-0681,HURRICANE MICHAEL,ROOF,43406,REPLACEMENT ROOF 20 SQ,6412 WILDWOOD CT,MIKE DEAN CONSTRUCTION LLC,FINALED
DIS18-0682,HURRICANE MICHAEL,ROOF,43406,REPLACMENT ROOF 25SQ,4003 BROOK STONE DR,MIKE DEAN CONSTRUCTION LLC,FINALED
DIS18-0683,HURRICANE MICHAEL,ROOF,43406,hurricane repairs,502 DATE PALM CT,"SPECIALTY ROOFERS, INC",FINALED
DIS18-0684,HURRICANE MICHAEL,ROOF,43406,REPLACEMENT ROOF 23 SQ,5418 BLUE DOG RD,MIKE DEAN CONSTRUCTION LLC,ISSUED
DIS18-0685,HURRICANE MICHAEL,ROOF,43406,hurricane repairs,3736 PRESERVE BAY BLVD,"SPECIALTY ROOFERS, INC",FINALED
DIS18-0686,HURRICANE MICHAEL,ROOF,43406,hurricane repairs,3738 PRESERVE BAY BLVD,"SPECIALTY ROOFERS, INC",WITHDRAWN
DIS18-0687,HURRICANE MICHAEL,ROOF,43406,hurricane repairs,351 WAHOO RD,"SPECIALTY ROOFERS, INC",FINALED
DIS18-0688,HURRICANE MICHAEL,ROOF,43406,hurricane repairs,306 FAN PALM PL,"SPECIALTY ROOFERS, INC",FINALED
DIS18-0689,HURRICANE MICHAEL,ROOF,43406,REPLACEMENT ROOF 30SQ,4006 BROOK STONE DR,MIKE DEAN CONSTRUCTION LLC,FINALED
DIS18-0690,HURRICANE MICHAEL,ELECTRICAL,43406,SERVICE REPAIR,941 STAR AVE N,LINEAR SERVICES LLC,FINALED
DIS18-0691,HURRICANE MICHAEL,ELECTRICAL,43406,SERVICE REPAIR,940 VIRGINIA CT,LINEAR SERVICES LLC,FINALED
DIS18-0692,HURRICANE MICHAEL,ELECTRICAL,43406,SERVICE REPAIR,1009 24TH PL E,"SOUTHERN ELECTRICAL SERVICES, ...",FINALED
DIS18-0693,HURRICANE MICHAEL,ELECTRICAL,43406,SERVICE REPAIR,11610 JADEWOOD CIR,"SOUTHERN ELECTRICAL SERVICES, ...",FINALED
DIS18-0694,HURRICANE MICHAEL,ROOF,43406,DAMAGED ROOF REPAIR,14734 BANKS DR,"WEBSTER, JOSEPH BRADLEY",ISSUED
DIS18-0695,HURRICANE MICHAEL,ROOF,43451,REPLACEMENT ROOF 20 SQ,6007 NORDIC DR,OWNER/BUILDER,FINALED
DIS18-0696,HURRICANE MICHAEL,ROOF,43406,REROOF,1453 KRAFT AVE,WHITROCK ASSOCIATES INC II,FINALED
DIS18-0697,HURRICANE MICHAEL,ELECTRICAL,43406,Temp Power Pole,10637 HEATHER LN,Owner,ISSUED
DIS18-0698,HURRICANE MICHAEL,ELECTRICAL,43406,TEMP POLE,2906 HWY 390 E,JACK DANIELS ELECTRIC CO.,FINALED
DIS18-0699,HURRICANE MICHAEL,ELECTRICAL, ,SERVICE REPAIR/ need payment,1829 SHERMAN AVE,PIPPIN ELECTRIC INC,APPROVED
DIS18-0700,HURRICANE MICHAEL,ROOF,43409,HURRICANE REPAIRS,140 PALM GROVE BLVD,C & C CONSTRUCTION OF NORTHWES...,ISSUED
DIS18-0701,HURRICANE MICHAEL,ELECTRICAL,43406,SERVICE REPAIR,3620 T ST,DAVE CAPPS ELECTRIC SERVICE,FINALED
DIS18-0702,HURRICANE MICHAEL,ELECTRICAL,43406,SERVICE REPAIR,3330 ORLANDO RD,DAVE CAPPS ELECTRIC SERVICE,FINALED
DIS18-0703,HURRICANE MICHAEL,ELECTRICAL,43406,SERVICE REPAIR,2915 SELMA AVE,DAVE CAPPS ELECTRIC SERVICE,FINALED
DIS18-0704,HURRICANE MICHAEL,ELECTRICAL,43406,SERVICE REPAIR,7606 LITTLETON RD,DAVE CAPPS ELECTRIC SERVICE,FINALED
DIS18-0705,HURRICANE MICHAEL,ELECTRICAL,43406,TEMP POLE,6942 SMITH RD,DAVE CAPPS ELECTRIC SERVICE,FINALED
DIS18-0706,HURRICANE MICHAEL,ROOF,43406,HURRICANE REPAIRS,397 RED SNAPPER LN E-18,,FINALED
DIS18-0707,HURRICANE MICHAEL,ROOF,43406,DANAGED ROOF REPAIR,3316 NAUTICAL DR,HOLLOWAY ROOFING UNLIMITED INC,FINALED
DIS18-0708,HURRICANE MICHAEL,ELECTRICAL,43406,TEMP POLE,3315 GAME FARM RD,DAVE CAPPS ELECTRIC SERVICE,FINALED
DIS18-0709,HURRICANE MICHAEL,ELECTRICAL,43406,DAMAGED ELECTRICAL REPAIR,515 HARVARD BLVD,DACO ELECTRIC INC,ISSUED
DIS18-0710,HURRICANE MICHAEL,ROOF,43409,REROOF,2824 HYDE AVE,BARFIELD CONTRACTING & ASSOCIA...,FINALED
DIS18-0711,HURRICANE MICHAEL,ELECTRICAL,43406,TEMP POLE,3124 WOOD VALLEY RD,RED ROYAL ELECTRIC INC.,FINALED
DIS18-0712,HURRICANE MICHAEL,ROOF,43406,DAMAGED ROOF REPAIR,5935 PIPPIN RD,HOLLOWAY ROOFING UNLIMITED INC,FINALED
DIS18-0713,HURRICANE MICHAEL,ROOF,43406,DAMAGED ROOF REPAIR,PIPPIN RD,HOLLOWAY ROOFING UNLIMITED INC,FINALED
DIS18-0714,HURRICANE MICHAEL,ROOF,43409,HURRICANE REPAIRS,7010 SOUTH LAGOON DR,C & C CONSTRUCTION OF NORTHWES...,ISSUED
DIS18-0715,HURRICANE MICHAEL,ROOF,43409,HURRICANE REPAIRS,4528 CRESTBROOK DR,C & C CONSTRUCTION OF NORTHWES...,FINALED
DIS18-0716,HURRICANE MICHAEL,SERVICE REPAIR,43406,Service repair,4927 HALSEY CIR,,FINALED
DIS18-0717,HURRICANE MICHAEL,ROOF,43409,HURRICANE REPAIRS,7008 SOUTH LAGOON DR,C & C CONSTRUCTION OF NORTHWES...,ISSUED
DIS18-0718,HURRICANE MICHAEL,ROOF,43409,HURRICANE REPAIRS,207 SAGO PALM ST,C & C CONSTRUCTION OF NORTHWES...,ISSUED
DIS18-0719,HURRICANE MICHAEL,ELECTRICAL,43406,TEMP POLE FOR JOB TRAILER,3627 TRANSMITTER RD,LAWSON & LAWSON ELECTRICAL SER...,FINALED
DIS18-0720,HURRICANE MICHAEL,ELECTRICAL,43406,SERVICE CHANGE,726 PIERSON DR W,"PEADEN (EC) MECHANICAL, LLC",ISSUED
DIS18-0721,HURRICANE MICHAEL,ROOF,43406,REROOF-HM,3103 LAURIE AVE,Fields Discount Roofing & Cons...,ISSUED
DIS18-0722,HURRICANE MICHAEL,ROOF,43412,REROOF-HM,4904 MITTIE LN,Fields Discount Roofing & Cons...,ISSUED
DIS18-0723,HURRICANE MICHAEL,ROOF,43407,REPLACEMENT ROOF 40 SQ,4030 TRANSMITTER RD,AMERICAN STORM RESTORATION INC,FINALED
DIS18-0724,RESIDENTIAL ROOF,REPLACEMENT,43407,REROOF,8029 CHARLES MICHAEL DR,"ron archer, owner",FINALED
DIS18-0725,HURRICANE MICHAEL,ROOF,43407,REROOF - HM,4725 BIGLEAF LN,"ABOVE ALL ROOFING CONTRACTOR, ...",FINALED
DIS18-0726,HURRICANE MICHAEL,ROOF,43410,REROOF,2820 GWENDOLEN CT,MAIN STREET CONSTRUCTION SERVI...,ISSUED
DIS18-0727,HURRICANE MICHAEL,ROOF,43413,REROOF,7121 PITTSBURGH ST,UNIVERSAL CONTRACTING OF FLORI...,FINALED
DIS18-0728,HURRICANE MICHAEL,INTERIOR,43407,REPLACE CABLE END,*CONFIDENTIAL*,OWNER/BUILDER,ISSUED
DIS18-0729,HURRICANE MICHAEL,ELECTRICAL,43409,SERVICE REPAIR/MH POLE,2429 GANNON CIR,"SOUTHERN ELECTRICAL SERVICES, ...",ISSUED
DIS18-0730,HURRICANE MICHAEL,ELECTRICAL,43418,COMM ELECT/ CORRECTIONAL FACIL...,5400 BAY LINE DR,A&B ELECTRIC CO INC OF MS,FINALED
DIS18-0731,HURRICANE MICHAEL,ELECTRICAL,43407,SERVICE REPAIR,12300 MAIN ST E,BRYND ELECTRIC LLC,FINALED
DIS18-0732,HURRICANE MICHAEL,ELECTRICAL,43407,SERIVE REPAIR,3140 SARASOTA AVE,BRYND ELECTRIC LLC,FINALED
DIS18-0733,HURRICANE MICHAEL,ELECTRICAL,43407,SERVICE REPAIR,1838 POSTON DR,BRYND ELECTRIC LLC,FINALED
DIS18-0734,HURRICANE MICHAEL,ROOF,43410,REROOF - HM,4020 BROOK STONE DR,"ALL ROOF SOLUTIONS, INC",FINALED
DIS18-0735,HURRICANE MICHAEL,ROOF,43410,REROOF - HM,4042 BROOK STONE DR,"ALL ROOF SOLUTIONS, INC",FINALED
DIS18-0736,HURRICANE MICHAEL,ROOF,43410,REROOF - HM,4044 BROOK STONE DR,"ALL ROOF SOLUTIONS, INC",FINALED
DIS18-0737,HURRICANE MICHAEL,ROOF,43410,REROOF - HM,4043 BROOK STONE DR,"ALL ROOF SOLUTIONS, INC",FINALED
DIS18-0738,HURRICANE MICHAEL,ROOF,43430,REROOF - HM,4039 BROOK STONE DR,"ALL ROOF SOLUTIONS, INC",ISSUED
DIS18-0739,HURRICANE MICHAEL,ROOF,43410,REROOF - HM,4041 BROOK STONE DR,"ALL ROOF SOLUTIONS, INC",FINALED
DIS18-0740,HURRICANE MICHAEL,ROOF,43407,REROOF,6404 THOMAS DR 5,AFFORDABLE ROOFING L.L.C.,FINALED
DIS18-0741,HURRICANE MICHAEL,ROOF,43407,REROOF,7006 MESSER RD,Fields Discount Roofing & Cons...,FINALED
DIS18-0742,HURRICANE MICHAEL,ROOF,43407,REPLACEMENT ROOF 34SQ,5517 PINETREE RD,DAVID LEWIS ROOFING COMPANY,FINALED
DIS18-0743,HURRICANE MICHAEL,ROOF,43407,REROOF,4314 CATHERINE ST A-B,"ART CONSTRUCTION  OF NW FL, LL...",FINALED
DIS18-0744,HURRICANE MICHAEL,ROOF,43407,REROOF,2026 ALAMO ST,AFFORDABLE ROOFING L.L.C.,FINALED
DIS18-0745,HURRICANE MICHAEL,ROOF,43407,REROOF,7410 SALE BLVD,AFFORDABLE ROOFING L.L.C.,WITHDRAWN
DIS18-0746,HURRICANE MICHAEL,ROOF,43391,REROOF,8011 HWY 2302,SALAZAR ROOFING CORPORATION,FINALED
DIS18-0747,HURRICANE MICHAEL,MECHANICAL,43407,HM - A/C CHANGE OUT 1 UNIT,4923 SPYGLASS DR,QUINCY'S HEATING & A/C INC.,FINALED
DIS18-0748,HURRICANE MICHAEL,MECHANICAL,43407,A/C CHANGE OUT,2802 JAMEDON DR,QUINCY'S HEATING & A/C INC.,FINALED
DIS18-0749,HURRICANE MICHAEL,ELECTRICAL,43407,SERVICE REPAIR,5436 WHITNEY DR,OWNER BUILDER,FINALED
DIS18-0750,HURRICANE MICHAEL,MECHANICAL,43407,COMM A/C CHANGE OUT,9625 HWY 79,QUINCY'S HEATING & A/C INC.,FINALED
DIS18-0751,HURRICANE MICHAEL,ELECTRICAL,43407,SERVICE REPAIR,17233 HWY 231,OWNER/BUILDER,FINALED
DIS18-0752,HURRICANE MICHAEL,ROOF,43407,REROOF,7321 JOHN PITTS RD,RUSSELL BROTHERS LLC,FINALED
DIS18-0753,HURRICANE MICHAEL,ROOF,43409,REROOF,4021 OAK FOREST DR,ROUTT CONSTRUCTION LLC.,FINALED
DIS18-0754,HURRICANE MICHAEL,ROOF,43407,REPLACEMENT ROOF 45 SQ,3770 CEDAR PARK DR,COVENANT ROOFING & CONSTRUCTIO...,FINALED
DIS18-0755,HURRICANE MICHAEL,ROOF,43407,REROOF - HM,4308 BYLSMA,CLYDE JOHNSON CONTRACTING & RO...,FINALED
DIS18-0756,HURRICANE MICHAEL,ROOF,43407,REPLACEMENT ROOF 57SQ,527 WAHOO RD,SOUTHEAST ROOFING & CONSTRUCTI...,ISSUED
DIS18-0757,HURRICANE MICHAEL,ROOF,43409,REROOF,132 TREASURE ISLE,SCOTT WILSON CONSTRUCTION INC.,FINALED
DIS18-0758,HURRICANE MICHAEL,ROOF,43409,REROOF,593 SEABREEZE DR,SCOTT WILSON CONSTRUCTION INC.,FINALED
DIS18-0759,HURRICANE MICHAEL,ROOF,43409,REROOF,388 RED SNAPPER DR,SCOTT WILSON CONSTRUCTION INC.,ISSUED
DIS18-0760,HURRICANE MICHAEL,ROOF,43409,REROOF,464 MARLIN DR,SCOTT WILSON CONSTRUCTION INC.,ISSUED
DIS18-0761,HURRICANE MICHAEL,ROOF,43409,REROOF,577 GROUPER DR,SCOTT WILSON CONSTRUCTION INC.,FINALED
DIS18-0762,HURRICANE MICHAEL,ROOF,43409,REROOF,171 MARLIN DR S,SCOTT WILSON CONSTRUCTION INC.,FINALED
DIS18-0763,HURRICANE MICHAEL,ROOF,43409,REROOF,1 DOLPHIN LN,SCOTT WILSON CONSTRUCTION INC.,FINALED
DIS18-0764,HURRICANE MICHAEL,ROOF,43409,HURRICANE REPAIR,5610 MERRITT BROWN RD,PROPERTY RENOVATIONS AND CONST...,ISSUED
DIS18-0765,HURRICANE MICHAEL,ROOF,43409,HURRICANE REPAIR,5034 MAGGIE,PROPERTY RENOVATIONS AND CONST...,FINALED
DIS18-0766,HURRICANE MICHAEL,ROOF,43409,HURRICANE REPAIR,4904 CHRISTY LN,PROPERTY RENOVATIONS AND CONST...,WITHDRAWN
DIS18-0767,HURRICANE MICHAEL,ROOF,43409,OWNER CANCELL PERMIT,5031 MAGGIE,PROPERTY RENOVATIONS AND CONST...,WITHDRAWN
DIS18-0768,HURRICANE MICHAEL,ROOF,43409,HURRICANE REPAIR,4737 BAYWOOD DR,PROPERTY RENOVATIONS AND CONST...,FINALED
DIS18-0769,HURRICANE MICHAEL,ROOF,43409,HURRICANE REPAIR,4723 BAYWOOD DR,PROPERTY RENOVATIONS AND CONST...,FINALED
DIS18-0770,HURRICANE MICHAEL,ROOF,43409,DISHURRICANE REPAIR,4731 BAYWOOD DR,PROPERTY RENOVATIONS AND CONST...,FINALED
DIS18-0771,HURRICANE MICHAEL,ROOF,43409,HURRICANE REPAIR,5520 MERRITT BROWN RD,PROPERTY RENOVATIONS AND CONST...,FINALED
DIS18-0772,HURRICANE MICHAEL,ROOF,43409,HURRICANE REPAIR,5418 MERRITT BROWN RD,PROPERTY RENOVATIONS AND CONST...,FINALED
DIS18-0773,HURRICANE MICHAEL,ROOF,43409,HURRICANE REPAIR,4615 BYLSMA CIR,PROPERTY RENOVATIONS AND CONST...,FINALED
DIS18-0774,HURRICANE MICHAEL,ROOF,43409,HURRICANE REPAIR,4901 CHRISTY LN,PROPERTY RENOVATIONS AND CONST...,ISSUED
DIS18-0775,HURRICANE MICHAEL,ROOF,43409,HURRICANE REPAIR,4843 MC CALL LN,PROPERTY RENOVATIONS AND CONST...,FINALED
DIS18-0776,HURRICANE MICHAEL,ROOF,43409,HURRICANE REPAIR,5429 BLUE DOG RD,PROPERTY RENOVATIONS AND CONST...,FINALED
DIS18-0777,HURRICANE MICHAEL,ROOF,43409,HURRICANE REPAIR,5003 MERRITT BROWN DR,PROPERTY RENOVATIONS AND CONST...,FINALED
DIS18-0778,HURRICANE MICHAEL,ROOF,43409,HURRICANE REPAIR,5437 BLUE DOG RD,PROPERTY RENOVATIONS AND CONST...,FINALED
DIS18-0779,HURRICANE MICHAEL,ROOF,43409,HURRICANE REPAIR,4841 MC CALL LN,PROPERTY RENOVATIONS AND CONST...,FINALED
DIS18-0780,HURRICANE MICHAEL,ROOF,43409,HURRICANE REPAIR,4800 MC CALL LN,PROPERTY RENOVATIONS AND CONST...,FINALED
DIS18-0781,HURRICANE MICHAEL,ROOF,43409,HURRICANE REPAIR,5516 MERRITT BROWN RD,PROPERTY RENOVATIONS AND CONST...,ISSUED
DIS18-0782,HURRICANE MICHAEL,ROOF,43409,HURRICANE REPAIR,4842 MC CALL LN,PROPERTY RENOVATIONS AND CONST...,FINALED
DIS18-0783,HURRICANE MICHAEL,ROOF,43409,HURRICANE REPAIR,5509 MERRITT BROWN RD,PROPERTY RENOVATIONS AND CONST...,FINALED
DIS18-0784,HURRICANE MICHAEL,ROOF,43441,Residential Hurricane Repairs,4314 GREENLEAF CIR,"INFINITY ROOFING & SIDING, INC...",FINALED
DIS18-0785,HURRICANE MICHAEL,ROOF,43409,DAMAGED ROOF REPAIR,224 HIDDEN PINES DR,WAYNE GONZALEZ ROOFING CONTRAC...,ISSUED
DIS18-0786,HURRICANE MICHAEL,ROOF,43409,REROOF,4314 GREENLEAF CIR,Guyson (roofing) Construction ...,WITHDRAWN
DIS18-0787,HURRICANE MICHAEL,ELECTRICAL,43409,SERVICE REPAIR - HM,6400 HWY 22,JOSEPH E GRYSZOWKA INC,FINALED
DIS18-0788,HURRICANE MICHAEL,ROOF,43409,DAMAGED ROOF REPAIR,620 COLONIAL DR,B & B INVESTMENTS DEV CORP,ISSUED
DIS18-0789,HURRICANE MICHAEL,INTERIOR,43409,DAMAGED INTERIOR REPAR,620 COLONIAL DR,B & B INVESTMENT DEVELOPMENT C...,ISSUED
DIS18-0790,HURRICANE MICHAEL,ROOF,43412,REROOF,3224 NAUTICAL DR,HORSLEY CONSTRUCTION GROUP INC...,ISSUED
DIS18-0791,HURRICANE MICHAEL,ROOF,43409,REROOF,7525 NAUTICAL CT,HORSLEY CONSTRUCTION GROUP INC...,ISSUED
DIS18-0792,HURRICANE MICHAEL,ROOF,43409,RE-ROOF 11SQ,2109 JOAN AVE,Guyson (roofing) Construction ...,ISSUED
DIS18-0793,HURRICANE MICHAEL,ROOF,43409,RE-ROOF 35SQ,1521 SANTA ANITA DR,Guyson (roofing) Construction ...,ISSUED
